Name,Latitude,Longitude,Navigate
"Ras Karkar Mosque
",31.9433919,35.1050912,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9433919%2C35.1050912
"Yabrud Mosque
",31.97652,35.2427592,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.97652%2C35.2427592
"Al Farooq Mosque
",32.0017615,35.1132337,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0017615%2C35.1132337
"Abu Shkhadem mosque
",31.9630856,35.169707,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9630856%2C35.169707
"Medya Mosque
",31.936179,35.0052672,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.936179%2C35.0052672
"Jamal Abdel Nasser Mosque
",31.9041059,35.2076097,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9041059%2C35.2076097
"Dair Amaar Mosque
",31.9667503,35.0984323,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9667503%2C35.0984323
"Abu Bakar Al Sedek Mosque
",31.9869796,35.1544023,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9869796%2C35.1544023
"Mosque
",31.9350136,35.0053839,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9350136%2C35.0053839
"Burqa Mosque
",31.9005071,35.2555836,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9005071%2C35.2555836
"Alqbaibeh Mosque
",31.8405907,35.1364723,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8405907%2C35.1364723
"Al Haj Brahem Mosque
",31.9045845,35.1692767,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9045845%2C35.1692767
"Alkawthar Mosque
",31.8859375,35.0747273,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8859375%2C35.0747273
"Alsabeel Mosque
",31.9280116,35.2211602,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9280116%2C35.2211602
"Awlia' Allah Mosque
",31.9491493,35.04458,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9491493%2C35.04458
"Arorah Mosque
",32.0423953,35.1708525,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0423953%2C35.1708525
"Cobar Mosque
",31.9905661,35.158775,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9905661%2C35.158775
"Qebia Mosque
",31.9782297,35.0116808,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9782297%2C35.0116808
"Bitunia Big Mosque
",31.8882375,35.1679228,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8882375%2C35.1679228
"Jamala Mosque
",31.9717574,35.0936509,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9717574%2C35.0936509
"مسجد التقوى
",31.9150989,35.1812909,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9150989%2C35.1812909
"Al Yarmok Mosque
",31.8875287,35.2048748,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8875287%2C35.2048748
"Abu Aubayda Mosque
",31.9781227,35.2595468,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9781227%2C35.2595468
"Alleban mosque
",32.0345245,35.0391803,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0345245%2C35.0391803
"Abu Qash mosque
",31.9498828,35.1852554,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9498828%2C35.1852554
"Kufor Malak New Mosque
",31.9861259,35.3045254,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9861259%2C35.3045254
"Sayf AlLah Mosque
",31.8994429,35.1762631,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8994429%2C35.1762631
"Al Rahman Mosque
",31.9476232,35.2511902,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9476232%2C35.2511902
"AL Rafate Mosque
",31.9459937,35.0212113,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9459937%2C35.0212113
"Alomari Mosque
",31.8843123,35.0671439,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8843123%2C35.0671439
"Al Hasan & Al Hoseen Mosque
",31.8836922,35.2136008,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8836922%2C35.2136008
"Dar 'l Sudan Mosque
",32.0222863,35.1627272,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0222863%2C35.1627272
"Jefna Mosque
",31.9612718,35.2107409,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9612718%2C35.2107409
"Al Sadek Mosque
",31.928768,35.090738,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.928768%2C35.090738
"Qarawat Bani zaid Mosque
",32.0550535,35.1311974,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0550535%2C35.1311974
"Mosque
",31.9005978,35.0658162,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9005978%2C35.0658162
"Al Redwan Mosque
",31.8974855,35.1791699,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8974855%2C35.1791699
"Rafat New Mosque
",31.8694474,35.1933005,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8694474%2C35.1933005
"Salah Al Din Mosque
",31.763273,35.2795987,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.763273%2C35.2795987
"Mosque
",31.8165185,35.1806965,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8165185%2C35.1806965
"Al mazra'ah Mosque
",31.9572715,35.1733615,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9572715%2C35.1733615
"Ali Mosque
",31.9039416,35.2155991,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9039416%2C35.2155991
"Othman Mosque
",31.7632442,35.270688,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7632442%2C35.270688
"Zahra Mosque
",32.0482674,35.0971011,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0482674%2C35.0971011
"Al Shuhada Mosque
",31.7754519,35.2645952,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7754519%2C35.2645952
"Ramon New Mosque
",31.9287085,35.2997731,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9287085%2C35.2997731
"Jebya Mosque
",31.9984359,35.1601814,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9984359%2C35.1601814
"Alna'eem Mosque
",32.0323787,35.2643125,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0323787%2C35.2643125
"Iben Taymeyah Mosque
",31.9101066,35.1703404,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9101066%2C35.1703404
"Omar Bin Al Khatab Mosque
",32.033542,35.1036348,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.033542%2C35.1036348
"Dahyat Al Salam Mosque
",31.8091309,35.2558735,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8091309%2C35.2558735
"Een Mesbah Mosque
",31.9088999,35.2016488,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9088999%2C35.2016488
"Sa'ad Bin Abi Waqqas Mosque
",31.8541051,35.1952468,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8541051%2C35.1952468
"Bait Owr Mosque
",31.8948852,35.085443,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8948852%2C35.085443
"Omar bin Alkhattab mosque
",31.9608204,35.1903962,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9608204%2C35.1903962
"Hamza Mosque
",31.8344606,35.1224696,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8344606%2C35.1224696
"Omar Bin Al Khattab Mosque
",32.032592,35.1952909,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.032592%2C35.1952909
"Al Farooq Mosque
",32.0285301,35.0190464,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0285301%2C35.0190464
"Ali bin Abi Taleb Mosque
",31.743415,35.2675758,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.743415%2C35.2675758
"Al Shaikh Mohamad Atalah Mosque
",31.8242715,35.1491907,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8242715%2C35.1491907
"مسجد أم المؤمنين
",32.0156607,35.0686468,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0156607%2C35.0686468
"Mosque
",31.9489725,35.0733079,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9489725%2C35.0733079
"مسجد شرحبيل بن حسنة
",31.8710985,35.1917068,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8710985%2C35.1917068
"Al Ansar Mosque
",31.7319922,35.2699071,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7319922%2C35.2699071
"Ein Arik Mosque
",31.9058397,35.142605,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9058397%2C35.142605
"Old Mosque
",31.8944465,35.2807746,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8944465%2C35.2807746
"Obwain old mosque
",32.0370594,35.2024513,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0370594%2C35.2024513
"Jafar Bin Abi Taleb Mosque
",31.8351601,35.2602515,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8351601%2C35.2602515
"Al Tira New Mosque
",31.8694012,35.1261675,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8694012%2C35.1261675
"Dahiat Almazra'h mosque
",31.9481573,35.2214814,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9481573%2C35.2214814
"Saffa Mosque
",31.9070282,35.0581632,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9070282%2C35.0581632
"Sa'ed Bin Amer Mosque
",31.8562797,35.2265755,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8562797%2C35.2265755
"Alshaikh Sa'd Mosque
",31.7369113,35.257073,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7369113%2C35.257073
"Al Faruq Mosque
",31.9248114,35.0963846,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9248114%2C35.0963846
"Al Sabereen Mosque
",31.9845149,35.0355127,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9845149%2C35.0355127
"Al Kawthar Mosque
",31.9182971,35.2107518,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9182971%2C35.2107518
"Biteen new mosque
",31.9247223,35.2394469,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9247223%2C35.2394469
"Yaser Arafat Mosque
",31.9638941,35.1733493,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9638941%2C35.1733493
"Abu il shekh Mosque
",31.9547963,35.161443,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9547963%2C35.161443
"Al Atqia' Mosque
",31.8564487,35.1045089,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8564487%2C35.1045089
"Mosa Mosque
",31.8523924,35.2252919,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8523924%2C35.2252919
"Belal Bin Rabah Mosque
",31.8051644,35.2587593,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8051644%2C35.2587593
"Mosque
",31.9513801,35.2122993,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9513801%2C35.2122993
"Sengel Mosque
",32.0402718,35.2617794,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0402718%2C35.2617794
"Dura Alqare' New Mosque
",31.9564823,35.2263433,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9564823%2C35.2263433
"Dair Amaar Mosque
",31.9665778,35.104019,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9665778%2C35.104019
"Mosque
",31.9701723,35.1965915,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9701723%2C35.1965915
"Omar Bin Abd Alaziz Mosque
",31.8367624,35.2679544,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8367624%2C35.2679544
"Al-Tira Old Mosque
",31.8693051,35.1243465,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8693051%2C35.1243465
"Al Huda Mosque
",31.9260392,35.1039121,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9260392%2C35.1039121
"Al Shohada'
",32.0535447,35.1283229,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0535447%2C35.1283229
"Ein Kinia Mosque
",31.9262297,35.148078,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9262297%2C35.148078
"Omar Ben Alkatab Mosque
",31.894559,35.210848,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.894559%2C35.210848
"Qalandya Mosque
",31.8628892,35.2069605,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8628892%2C35.2069605
"Bil'in Mosque
",31.9265158,35.070889,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9265158%2C35.070889
"Obwain Grand Mosque
",32.0305607,35.2027178,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0305607%2C35.2027178
"Dair Dibwan Mosque
",31.9193902,35.2514638,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9193902%2C35.2514638
"Der Bazi Mosque
",31.9156796,35.117825,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9156796%2C35.117825
"Shebteen Big Mosque
",31.9723184,35.0496876,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9723184%2C35.0496876
"Al Faruq Mosque
",31.8514483,35.1839841,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8514483%2C35.1839841
"Salah Al Dean Mosque
",31.895268,35.1640231,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.895268%2C35.1640231
"Al Ram Mosque For Women
",31.8551084,35.2326689,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8551084%2C35.2326689
"Abu Baker Al Sedek Mosque
",32.0367109,35.2855192,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0367109%2C35.2855192
"Alkhulafa Alrashidin Mosque
",31.8896496,35.2209976,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8896496%2C35.2209976
"المسجد العمري
",31.9041853,35.1960221,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9041853%2C35.1960221
"Alein Mosque
",31.9040101,35.2118313,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9040101%2C35.2118313
"Al Farooq Mosque
",31.9958994,35.1987536,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9958994%2C35.1987536
"Anas Ben Malek Mosque
",31.8467313,35.2353632,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8467313%2C35.2353632
"Beit Liqua Mosque
",31.8690658,35.0686957,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8690658%2C35.0686957
"Bait Liqya Old Mosque
",31.8704392,35.070533,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8704392%2C35.070533
"Abuobideh Mosque
",31.9126089,35.2182985,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9126089%2C35.2182985
"Abu Obaideh Mosque
",31.8102635,35.2463177,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8102635%2C35.2463177
"Abu Shkhadem New Mosque
",31.9673576,35.17068,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9673576%2C35.17068
"Mosque
",31.852646,35.2467231,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.852646%2C35.2467231
"Kharbatha Mosque
",31.9441681,35.071291,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9441681%2C35.071291
"Mona Mosque
",31.851653,35.2342997,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.851653%2C35.2342997
"Khaled Bin Al Waleed Mosque
",31.8188763,35.2685964,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8188763%2C35.2685964
"Kufur Neamah Mosque
",31.9298816,35.096784,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9298816%2C35.096784
"Mosque
",32.0489471,35.1651194,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0489471%2C35.1651194
"Hamza Mosque
",31.8489757,35.2312498,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8489757%2C35.2312498
"Abu Ayob Al Ansari Mosque
",31.852619,35.1111839,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.852619%2C35.1111839
"Alawdeh Mosque
",31.8836388,35.1745018,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8836388%2C35.1745018
"Abu Baker Alsideeq Mosque
",32.0307823,35.1052393,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0307823%2C35.1052393
"Baitello Mosque
",31.9744929,35.1163811,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9744929%2C35.1163811
"Salah Al Din Mosque
",31.7630042,35.265753,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7630042%2C35.265753
"Al Moghayer Mosque
",32.0202971,35.3466664,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0202971%2C35.3466664
"Al Safa wa Al Marwa Mosque
",31.8942939,35.1798458,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8942939%2C35.1798458
"Algalazon Mosque
",31.945756,35.2139822,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.945756%2C35.2139822
"Qebya Mosque
",31.9734997,35.0060423,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9734997%2C35.0060423
"Al Ansar Mosque
",31.8587932,35.2576253,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8587932%2C35.2576253
"Al Sediq Mosque
",31.7483988,35.2640871,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7483988%2C35.2640871
"Dar Al Sudan New Mosque
",32.0344039,35.1479034,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0344039%2C35.1479034
"Omar Bin Alkhattab Mosque
",32.0012273,35.076454,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0012273%2C35.076454
"Muhamad Hasan Mosque
",32.0567334,35.1274549,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0567334%2C35.1274549
"Abu Falah New Mosque
",32.0166588,35.3021297,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0166588%2C35.3021297
"Auqba Ben Nafe' Mosque
",31.8592391,35.131232,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8592391%2C35.131232
"Alomari Mosque
",31.9057607,35.2151308,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9057607%2C35.2151308
"Omar Bin Abd Al Azeez Mosque
",31.7676386,35.2819925,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7676386%2C35.2819925
"Al Jeb Old Mosque
",31.8488276,35.1851728,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8488276%2C35.1851728
"Der Bazi Mosque
",31.9177265,35.1263394,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9177265%2C35.1263394
"Mosque
",31.953138,35.25185,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.953138%2C35.25185
"Mosque
",31.9493075,35.0466234,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9493075%2C35.0466234
"Bilala Bin Rabah Mosque
",31.8500222,35.2360113,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8500222%2C35.2360113
"Salah al din Mosque
",31.9678299,35.2623895,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9678299%2C35.2623895
"Hera' Mosque
",31.9504268,35.2139728,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9504268%2C35.2139728
"مسجد تميم بن أوس الداري
",32.0174721,35.1244086,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0174721%2C35.1244086
"Abu baker Alseddiq Mosque
",31.8959402,35.0836896,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8959402%2C35.0836896
"Kufor Ein Mosque
",32.0481766,35.11986,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0481766%2C35.11986
"Mosque
",31.8949683,35.253692,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8949683%2C35.253692
"Al Galazon Mosque
",31.9518536,35.2093337,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9518536%2C35.2093337
"Hamza Mosque
",31.9249238,35.2128241,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9249238%2C35.2128241
"Al Rahman Mosque
",31.9743862,35.1876786,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9743862%2C35.1876786
"Budros Mosque
",31.9659487,34.9944319,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9659487%2C34.9944319
"Almoghayer New Mosque
",32.019164,35.349012,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.019164%2C35.349012
"Aljaniyah mosque
",31.9387357,35.1208882,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9387357%2C35.1208882
"Abu Horaira Mosque
",31.7581945,35.2838125,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7581945%2C35.2838125
"Bait Hanena Mosque
",31.8292949,35.2077796,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8292949%2C35.2077796
"Abd Al Rhman Bin Owf Mosque
",31.8595437,35.1979074,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8595437%2C35.1979074
"Mosque
",32.1989753,35.1330215,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1989753%2C35.1330215
"Ahmed Bin Hanbil Mosque
",32.159584,34.9889409,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.159584%2C34.9889409
"Omar Bin Al-Khatab Mosque
",32.1522748,35.0455911,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1522748%2C35.0455911
"Farata Mosque
",32.1918927,35.1605984,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1918927%2C35.1605984
"
",32.1767326,35.0584555,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1767326%2C35.0584555
"Mosque
",32.2044756,35.1315602,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.2044756%2C35.1315602
"Al-Kholafa' Al-Rashdein
",32.1637657,34.980914,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1637657%2C34.980914
"Abu Bakir
",32.179311,35.1305404,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.179311%2C35.1305404
"Bin Omaid
",32.1825454,35.0910353,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1825454%2C35.0910353
"Mosque
",32.2069076,35.1261321,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.2069076%2C35.1261321
"Jit Big Mosque
",32.2141539,35.1707248,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.2141539%2C35.1707248
"
",32.1779231,35.0555084,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1779231%2C35.0555084
"Mosque
",32.1640594,34.9784429,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1640594%2C34.9784429
"Salah Al Din
",32.1581801,34.9913136,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1581801%2C34.9913136
"Mosque
",32.1635626,34.9785217,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1635626%2C34.9785217
"Sharhabil Mosque
",32.1657838,34.9765022,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1657838%2C34.9765022
"مسجد
",32.1432071,35.0128446,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1432071%2C35.0128446
"Al Kholafa'
",32.1618855,34.981718,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1618855%2C34.981718
"Hablah Mosque
",32.161847,34.9787509,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.161847%2C34.9787509
"Al Salam
",32.2105583,35.1717029,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.2105583%2C35.1717029
"Omr Bin Al Khatab
",32.1725137,35.0364042,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1725137%2C35.0364042
"Kufer Thulth Mosque
",32.1530982,35.0499325,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1530982%2C35.0499325
"Mosque
",32.1960282,34.9760168,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1960282%2C34.9760168
"Al-Emam Al-Bokhari Mosque
",32.1945646,34.980214,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1945646%2C34.980214
"Al-Hosain Bin Ali Mosque
",32.1961849,34.968194,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1961849%2C34.968194
"Ibn-Taymah Mosque
",32.1932866,34.9632945,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1932866%2C34.9632945
"Abo Bakir Al-Sedik Mosque
",32.1895458,34.970931,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1895458%2C34.970931
"Mosque
",32.1838817,34.9778455,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1838817%2C34.9778455
"Mosque
",32.1889589,34.9772048,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1889589%2C34.9772048
"Mosque
",32.186444,34.9790374,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.186444%2C34.9790374
"Mosque
",31.8497032,35.450711,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8497032%2C35.450711
"Fasayal Mosque
",32.026259,35.443875,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.026259%2C35.443875
"Fasayel new mosque
",32.0233297,35.4439679,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0233297%2C35.4439679
"Al Abaseyh Mosque
",31.8382618,35.437869,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8382618%2C35.437869
"Al Shahed Kasam Mosque
",31.8368809,35.4436754,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8368809%2C35.4436754
"
",31.9463241,35.471074,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9463241%2C35.471074
"Al Sheikh Ismael Al Jamal Mosque
",31.8386545,35.4903018,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8386545%2C35.4903018
"Mosque
",31.9429302,35.4652615,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9429302%2C35.4652615
"Fasayel Mosque
",32.0325889,35.4370084,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0325889%2C35.4370084
"Mosque
",31.842702,35.4402116,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.842702%2C35.4402116
"مسجد المرابطين
",31.8611886,35.4374204,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8611886%2C35.4374204
"Mosque
",31.8438447,35.4366937,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8438447%2C35.4366937
"Mosque
",31.9469602,35.4576461,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9469602%2C35.4576461
"Jericho's Old Mosque
",31.854578,35.4616203,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.854578%2C35.4616203
"Al Nwa'meh Mosque
",31.8910699,35.4334295,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8910699%2C35.4334295
"Mosque
",32.1217378,35.1020463,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1217378%2C35.1020463
"Deir Istiya Small Mosque
",32.1310979,35.1387791,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1310979%2C35.1387791
"Haris
",32.1135576,35.1397736,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1135576%2C35.1397736
"Deir Istiya Big Mosque
",32.1299609,35.1400078,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1299609%2C35.1400078
"Al Ber Wel Ihsan
",32.0703346,35.0796525,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0703346%2C35.0796525
"Beddia Big Mosque
",32.1134969,35.0755385,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1134969%2C35.0755385
